author,career_length,paper_year
Jennifer Golbeck,14,5
Qin Cai,22,5
Gopal Gupta,29,16
Allan L Fisher,26,22
Petros Maragos,32,7
Haym Hirsh,28,12
Simon X. Yang,34,24
Sinisa Pajevic,35,22
Sape Mullender,33,12
Chih-Jen Lin,34,31
Sebastien Ourselin,16,3
Kyle Ellrott,12,10
Chun-Wei Lin,38,31
Zhu Yungang,31,19
Gosta Grahne,30,20
Takahiro Kawamura,32,20
Andrew Rambaut,19,12
Dengsheng Zhang,14,5
Jun Ota,22,4
Harold Thimbleby,35,11
Nancy M. Amato,22,6
Zhidong Deng,23,6
Chia-Yen CHEN,39,35
Tim Harris,17,6
Michela Milano,22,8
Shawn Bowers,15,9
Dario Salvucci,15,2
Rajiv Ranjan,10,7
Todd P Michael,12,8
Chung-Nan Lee,41,34
Mohamed Hefeeda,18,7
Vladimir Batagelj,39,36
Jan Eloff,30,22
Jianying Zhou,18,0
David Carmel,21,9
Alexander Allister Shvartsman,25,12
Vincent Wong,15,12
Changhui Li,37,25
Annette Payne,16,3
Giulio Jacucci,16,10
Lei Tang,10,4
Andrzej Wąsowski,13,6
Daniel Keysers,15,9
Patrick Mitran,13,5
Prof. Roberto Barbera, Ph.D.,26,20
Jeff Kephart,31,21
Henry Kautz,32,4
Larry Peterson,29,23
Seungjoon Lee,13,3
Dennis Ritchie,42,9
Aude Oliva,22,10
Zhong Zhang,34,19
Jaime Simão Sichman,22,6
Qun Liu, Professor,17,5
Zhilin Zhang,34,24
Anthony LaMarca,22,13
Alex Groce,14,4
John von Neumann,59,38
Wei Wang,33,16
Indrajit Ray,20,12
Chiew-Lan Tai,17,12
Allison Druin,27,15
Hongyi Wu,13,1
Lodewijk Bergmans,23,10
Miguel-Angel Sicilia,19,2
Scott Pakin,19,0
Naehyuck Chang,25,15
Peter Lucas,31,21
Peter Handel,23,18
Francois Guimbretiere,15,2
Robert Benavente,14,0
John A. Miller,32,22
T Ravichandran,19,11
Lijun Wang,35,24
Teofilo F. Gonzalez,38,2
Holger Hermanns,20,9
Wei Xu,35,19
Paul Krause,25,6
Jean-Francois Boulicaut,24,13
Tom Drummond,17,9
André van der Hoek,20,9
Eleni Stroulia,22,13
Maciej Koutny,30,17
Min-Ling Zhang,11,5
Bill P. Buckles,37,5
Peter Allen,38,28
Hedvig Kjellström (Sidenbladh),15,1
Shumin Zhai,23,6
Leo Liberti,17,12
Yunan Chen,32,22
Jose-Luis Ambite,19,4
CV Jawahar,19,2
Pablo A. Iglesias,25,13
Ruoming Jin,14,3
Chong Chen,38,30
Itay Mayrose,12,3
Xiaoping Du,15,5
Prof. Sanjay Jha,20,11
Torsten Schaub,24,17
Alvin Lebeck,34,20
eduardo b. fernandez,42,40
Martin Riedmiller,22,1
Guilherme Oliveira,27,22
David Clausi,22,10
Craig Gotsman,23,6
Kyoung Mu Lee,32,28
Reiner S. Thomä,19,7
Andrew D. Back,21,6
keyan zhao,9,1
Georgios Paliouras,21,7
Giovanni Vigna,20,4
Michael Elhadad,26,12
Bernard ME Moret,36,23
Andrew Fitzgibbon,22,8
Steve G. Sutton,25,9
Zhongfei (Mark) Zhang,24,9
zhouchen lin,17,13
Michael Kass,30,5
Maja J Mataric,24,12
Hector Munoz-Avila,19,4
Sergei L Kosakovsky Pond,13,4
Jing Wang,18,4
Lars-Erik Persson,40,29
Allison Okamura,17,7
Victor Miller,37,11
Nicola Segata,9,7
Mike Y. Chen - 陳彥仰,32,20
Steve Gunn,18,4
Robert Babuska,21,5
Miriam Butt,20,4
Rabin Patra,7,1
Ilya Sutskever,7,5
Berend Snel,16,4
Jehee Lee,17,6
Huoping Chen,37,23
Jean-Philippe Thiran,21,16
Guoqiang Li,33,19
Howard Karloff,30,8
Vittorio Ferrari,13,7
Darinka Dentcheva,22,18
Bram van Ginneken,18,3
Byron Cook,29,21
Chenyi Zhang,32,22
Robert Holte,28,7
Victoria Bellotti,26,4
Andrew Bate,16,0
Martin Kroger,21,11
Kazumasa Yamamoto,47,33
Heinrich (Heinz) W. Schmidt,47,36
George Varghese,31,12
Mary Jo Ondrechen,37,25
Ying Wu,29,16
Todd C. Mowry,24,2
Rafael Dueire Lins,30,12
Eric Miller,36,23
Kwang-Yong Kim,27,15
Guoli Wang,34,23
Michael Moortgat,34,32
Marcos K. Aguilera,17,3
Jun Zhang,14,5
Marc Moonen,27,15
Ethan L. Miller,24,17
Ian T. Foster,28,17
Bogdan Wilamowski,38,25
Ubbo Visser,21,8
Gully Burns,20,6
Tomas Pajdla,21,11
Jacquelyn Burkell,30,19
Andreas Podelski,23,15
Spiros Mancoridis,21,6
Mark Levene,27,12
Manik Varma,12,3
David Atienza,11,3
Antonio Vallecillo,16,6
Dennis Galletta,29,14
Paul Barham,18,8
Nasir Memon,25,8
Azer Bestavros,28,11
Liefeng Bo,10,7
Gui Rong Liu,24,20
Israel Koren,37,25
Erik Garrison,4,0
Ouri Wolfson,30,13
Luc De Raedt,27,7
Peter Ford Dominey,24,1
Donald Perlis,41,13
Brent Hailpern,31,27
Michael Gastpar,18,9
Brian Kulis,11,4
Xin-She Yang (DPhil),22,16
Christopher Fraser,35,18
Jieming Chen,4,3
Hausi A. Muller,30,25
Anand G,51,50
Tatsuya Kawahara,26,13
Pierre Yves Schobbens,26,18
Barton A. Smith,43,8
Barton A. Smith,43,8
Charles R. Dyer,43,5
Boudewijn Haverkort,27,16
Guanglin Zhang,34,22
PJ Narayanan,24,8
Hong Jiang,28,15
Eytan Adar,20,5
Stephen Jarvis,21,10
Paul Kelly,28,6
Amy L. Baylor, Ph.D,17,7
Lifeng Zhang,35,25
P Bauer,36,31
Chenyi Zhang,32,22
Massimo Zancanaro,21,14
Saad Ali,9,3
Michael Hamilton,30,18
Gerth Stølting Brodal,20,6
Tim Triche, Jr.,7,5
Gustavo Rossi,21,3
Nalini Ratha,19,7
Gilles Zémor,27,12
Gregor von Laszewski,23,6
Dominik Schultes,9,5
Rangachar Kasturi,34,15
Zhaojun Bai,27,12
Gudmundur A Thorisson,10,0
Alberto Santos-Zavaleta,19,13
Massimo Zancanaro,21,14
Ronan Collobert,14,1
Paolo Frasconi,24,4
Lemuria Carter,11,2
Celso C. Ribeiro,30,19
Cha Zhang,34,25
Li Jun Zhang,34,22
Gérard CHOLLET,38,27
Szymon Rusinkiewicz,18,6
Vikas Bansal,10,3
Sophia Ananiadou,26,12
Helen Parkinson,17,4
Paolo Remagnino,22,16
Fabian Glaser,14,5
Michael E. Papka,21,18
Thomas Strothotte,26,21
Gaurav Jain,3,3
Kentaro Toyama,20,6
Aaron Hertzmann,16,3
Richard Vuduc,17,12
Zhiyong Zhang,24,15
Yi Jia,11,8
John Carter,26,3
Salil Prabhakar,16,13
Pedro Rato Mendes,18,5
Frank van der Stappen,23,8
Soura Dasgupta,31,4
Kwiseon Kim,23,6
Michael Huth,22,12
Georg Dorffner,29,11
Wolfgang Faber,17,9
Zhenan Sun,34,24
Lidong Zhou,32,17
Filip Radlinski,12,3
Daniel D. Lee,30,15
JORGE JESUS GOMEZ SANZ,17,6
Zhihua Qu,24,8
Geoffrey Rubin,23,15
Tom Mens,20,10
Gustavo Saposnik, MD MSc FAHA FRCPC,17,14
Simon Miles,14,10
Bruce A. Francis,44,21
kin man lam,22,4
TF Chan,37,24
Woontack Woo,18,7
TN Vijaykumar,21,2
Jörg P. Müller,37,19
Ken Jackson,40,25
Shahram Latifi,25,2
Martin Eppler,16,6
Mirka Miller,26,17
Wang Yan,29,10
Elliot McVeigh,28,14
Yossi Aviv,15,3
Wenjia Li,37,35
Rene schoof,32,3
Greg Mori,15,4
Joseph Evans,28,12
Abdul Kadir,22,12
Elchanan Mossel,16,9
Dan Brickley,15,7
Jiaquan Gao,33,19
Shalom Lappin,37,17
Mukkai S Krishnamoorthy,38,18
Adrian Heilbut,15,3
Vinod Yegneswaran,12,5
Urban Forssell,11,6
Paolo Costa,10,5
Fabio Roli,23,10
Sepp Hochreiter,23,6
Lee Spector,25,10
Domonkos Tikk,17,12
Tovi Grossman,13,4
Scott McCrickard,18,9
Peter Clote,35,21
Djoerd Hiemstra,18,5
J Bull,43,22
MS Triantafyllou,38,18
Chi-Yin Chow,11,2
Kenneth M. Portier,36,22
U Rajendra Acharya, PhD, DEng,15,7
Sanjiv Singh,28,22
Darius Burschka,19,8
Giovanni Resta,23,12
Yongyi Yang,35,33
Dong Xu,21,18
Chuang Liu,33,29
Jörg Rothe,22,15
Stefan Rueger,17,8
Andrzej Bargiela,30,19
Philip HW Leong,23,11
Alexander Keller,40,23
Pankaj K. Agarwal,28,9
Daniel Olmedilla,7,2
Gary M. Weiss,19,9
Kenneth Ford,25,6
Aaron Courville,13,12
Alfonso Gerevini,21,11
Branislav Borovac,31,21
Steven Blostein,30,3
Kevin Murphy,20,8
Ravi Rajwar,14,7
Sunghun Kim,19,12
Louis Wehenkel,28,20
Moti Yung,34,13
Manfred Broy,35,23
Christoph M. Kirsch,18,5
Úlfar Erlingsson,19,13
Stephen Wright,29,21
Reinhard Koch,24,9
Jitendra K Tugnait,37,20
Reid G. Simmons,32,13
Alexander Zaytsev,6,4
Thomas Breuel,26,14
Andy "Krazy" Glew,23,8
Henry Lieberman,39,20
Timo Honkela,26,10
Wotao Yin,9,0
Conrad Sanderson,15,11
Jose A. Lozano,19,7
Geraldine Fitzpatrick,18,11
Lefteris Angelis,24,11
Fausto Bernardini,22,8
Paul Klint,39,25
Malik Ghallab,36,26
Xue Zhong Wang,27,12
Dennis R. Salahub,43,28
Tristan Henderson,14,8
Mitchell Wand,39,26
Tuomas Aura,19,10
Martinet P.,21,9
Michael Wellman,30,14
Robert F. Murphy,39,37
Tatsuo Nakajima,26,2
N Nikolaidis,21,8
Ramayya Krishnan,31,15
Kilian Weinberger,10,1
Jetendr Shamdasani,7,5
Onur Mutlu,12,7
Hongwei Zhang,13,3
Douglas Youvan,30,6
Michal Irani,23,1
Sven Dickinson,25,11
Chris Taylor,45,26
Dario Catalano,18,9
Rebecca Willett,12,1
Harry Scarbrough,32,17
Joseph Bester,12,3
Liping Liu,34,24
Ioannis Pavlidis,20,7
Valentin Tablan,15,3
Lucas C. Parra,21,7
Jon Kuhl,34,11
Georgia Koutrika,9,4
Xavier Gandibleux,20,7
Carlos Martin-Vide,19,9
Theo P. van der Weide,36,16
Keith N Hampton,15,2
BLS Prakasa Rao,48,14
Fi-John Chang,28,20
Robert Godin,34,15
Jan Tretmans,27,9
Bryan Catanzaro,9,1
Krishnaram Kenthapadi,10,1
René Doursat,25,3
qiang ji,36,32
Bongki Moon,20,7
Alexander Zelikovsky,22,9
Ulf Leser,16,10
J. Michael Sauder,18,8
Frederic Nataf,27,14
Hans van der Heijden,19,9
Michael Beigl,19,4
Peter F Sweeney,24,11
My T. Thai,10,1
Xudong Wang,17,9
Xiangjian He,31,24
Donna Slonim,23,8
Jian Sun,12,2
jean-loup guillaume,11,6
Tanja Schultz,22,9
Roland Backhouse,37,11
Ingrid Verbauwhede,29,19
Thomas D. Otto,22,20
Stephen Cook,48,5
Ronen Feldman,26,19
Matthew T. Weirauch,11,4
Anthony Wasserman,46,23
Antonio Torralba,17,4
Debra J. Richardson,34,12
Andrea Corradini,28,12
Cheng-Ting "Eddy" Yeh,5,0
Jun Sun (孙俊),11,1
Michael J. North,30,21
Yong Kong,22,11
Rahul Gupta,42,3
Adam Smith,28,18
Boris Rankov,5,4
Vivek Kwatra,12,2
Minglu Li (李明禄),34,28
Marco Saerens,25,18
Reiner Hähnle,28,21
David Walker,27,13
Allen Downey,22,8
Daniel Huber,17,7
James YL Thong,21,6
Edoardo M Airoldi,11,5
Patric Jensfelt,17,4
Dennis Sylvester,18,4
Santiago Marco,24,18
Jacob Eisenstein,17,4
Sylvain Lefebvre,12,3
Supun Samarasekera,21,4
Frans M. Coetzee,18,12
Achim Jung,26,7
Lu Zhang,16,9
Scott Schaefer,12,0
Carlos Hitoshi Morimoto,18,4
Molly Megraw,9,1
Chong Wang,11,6
Robert Winter,28,19
Ameen Abu-Hanna,26,20
Pietro Michiardi,12,0
Phillip B Gibbons,28,4
Aun-Neow Poo,42,31
Mark Clement,21,8
Eitan Altman,27,12
Salim Roukos, Salim Roucos,32,22
TW Liao OR T. Warren Liao,25,16
Carl Kesselman,22,13
Sencun Zhu,32,24
Tom Mitchell,37,21
Shigeru Chiba,22,3
Jiawei Han,34,26
Chuck Rosenberg,23,9
Thanarat H. Chalidabhongse,19,4
Tamal K. Dey,26,12
Roberto Cipolla,27,22
Sebastian Uchitel,18,7
Matthias Zwicker,20,6
Shantanu Rane,12,4
Hanghang Tong,30,22
Neil Dodgson,23,13
Richard Mortier,15,5
Stephen North,31,18
Vipul Goyal,29,21
David Salesin,32,19
Michel Beaudouin-Lafon,29,18
Hao-Chuan Wang . 王浩全,35,27
Marc Baldo,27,11
Yanchun Li,28,16
Karthikeyan Sundaresan,12,3
Jiehan Zhou,34,23
Zoran Duric,27,15
Jan Beutel,15,2
Allan Collins,45,21
Xiaohui Liu,31,23
Gertjan van Noord,24,1
Wanlei Zhou,30,19
Chaabane Djeraba,21,13
Wenyu Liu,37,29
Mensur Dlakic,21,4
Amit Sahai,24,16
Kieron O'Hara,23,15
Alison Motsinger-Reif,12,7
Gongpu Wang,36,31
Anish Arora,24,14
Nikos Fakotakis,28,14
Pavel Zezula,27,10
Dietmar Jannach,15,11
Rudolf Fleischer,28,16
Timothy G Mattson,21,13
John Hughes,31,17
Kamal Nigam,13,0
Yotam Drier,7,5
Manolis Kellis,17,6
David Benyon,29,10
Sung S. Kim,9,0
Fabio Pardi,7,2
Jan E. Odegard,15,6
Richard Jensen,13,3
John Loughney,14,5
Chao Cheng,13,11
Kurt Mehlhorn,46,16
Andre C Ponce de Leon F de Carvalho,23,9
François Bry,36,10
Dr. Sebastian Mika,15,3
Christian-G. Bénar,13,3
Anura Jayasumana,31,15
Gregor Kiczales,27,11
Ursula Pieper,26,19
boualem benatallah,19,9
Keiji Nagatani,21,8
Changcheng Huang,35,15
Kenneth Laker,38,19
Md. Mijanur Rahman,39,35
Joseph Hellerstein,23,11
Ferrante Neri,13,9
Rachel Drysdale,17,12
James C. Hoe,20,9
S. Wang,35,25
Hongnian Yu,36,23
Zhaohui Harry Sun,34,14
Igor Djurovic,17,4
Nick Street,23,4
Leonardo Jose Trejo,27,20
Artemis Hatzigeorgiou,21,11
Ebroul Izquierdo,20,10
Matt Welsh,20,9
Roberto A. Lotufo,24,8
Roy Friedman,20,5
Alex Constantin,8,1
Professor Didar Zowghi,19,7
Peter Hraber,21,0
Martin Leucker,16,7
Ross D. King,24,6
Ann Copestake,27,19
William W. Cohen,31,11
John R. Kender,37,20
Narasimha Murty M/ MN Murty,35,20
Kyuseok Shim,23,7
Kyuseok Shim,23,7
Jens Krinke,16,3
Clifton Forlines,12,2
Yonglei Tao,34,18
Niloy J. Mitra,15,12
Ole Ravn,25,11
Franco Pedreschi,17,9
Stephen CJ Parker,10,3
Erik Learned-Miller,21,15
Chenyang Xu,16,2
Omprakash Gnawali,12,7
Josep Ll. Gelpí,26,23
Jeff Gray,21,8
Natarajan Shankar,29,7
Marco Loog,15,2
Fred Glover,51,36
Wlodek Zadrozny,37,21
Daniela Witten,20,15
Alain Hertz,28,8
Johan Lukkien,27,20
Nina Amenta,21,6
Jin-Dong Kim,15,4
Yabo Xu,36,29
Kai Qin,10,2
yafeng wu,37,31
Marc Denecker,24,8
Jeff Siewerdsen,21,9
Molly Megraw,9,1
Amanda Stent,17,4
Dietrich Rebholz-Schuhmann,23,17
Yong-Yan Cao,17,4
hamada zahraa,40,14
Antonio Ruiz Cortés,34,30
Ashok Veeraraghavan,10,3
John W. Fisher III,35,20
Mohammad Salih Ahmed,45,36
Eric Fauman,32,12
Brian Curless,19,1
Paul Fieguth,22,5
Folker Meyer,18,12
Susanne Albers,22,18
Stefan Tai,18,7
Mubarak Shah,30,22
Feifei Li,11,1
Ralf Herbrich,16,2
Dmitri Krioukov,9,3
chengcui zhang,34,23
Kari Torkkola,24,18
Janise McNair,16,1
Yan Chen,37,28
Mariusz Flasiński,25,5
George Candea,17,5
Timothy Skinner,21,15
Thomas Leung,19,4
Kamin Whitehouse,15,6
Ali Kamen,17,12
Maxime Descoteaux,11,3
Simone Paolo Ponzetto,9,1
Ruth Isserlin,12,5
Guy Brown,24,16
Yueting Zhuang,24,7
Richard Sproat,31,9
Ron Oliver,39,26
Rong Qu,14,7
Daniel G. Bobrow,52,13
Daniel Keim,34,20
Raphael Volz,11,3
Ursula Pieper,19,11
Martin Gebser,9,2
Paul A. Pavlou,14,3
Sergio Barbarossa,29,17
Shing-Chi Cheung,23,7
Igor Neri,17,13
Patrick Doherty,25,11
Gerald Q. Maguire Jr.,37,22
Gavin C Cawley,22,15
Adriana Iamnitchi,14,2
David A. Steinman,32,21
Hugo Zaragoza,14,6
John Matese,18,5
Michael Reiter,22,6
James Alty,33,23
Cho-Li Wang,36,15
Weihua Zhang,35,27
Laurent Najman,22,4
Lein Harn,27,7
Qinhui Wang,35,34
Alexander C Berg,14,3
Lamia Youseff,8,4
Christina Kendziorski,16,3
Hongkai Ji,13,4
Slawomir Filipek,26,15
Madhav Marathe,33,23
Noah A. Smith,15,11
Robert Altshuler,9,9
Mohamed Abdel-Mottaleb,24,13
Dimitry Gorinevsky,24,17
Aristotelis Tsirigos,13,9
Marco Dorigo,25,7
Ryan M. Eustice,14,6
EE Giorgi,8,2
Alex X. Liu,11,1
David Temperley,23,4
Andreas Wicenec,23,9
Steve Kremer,14,2
Dean Krusienski,13,5
Hector Geffner,27,14
James A. Glazier,28,6
Peter Cowling,19,6
Jennifer Lundelius Welch,30,20
Angelos D. Keromytis,18,3
Hiroshi G Okuno,36,20
M. Eline Kooi,16,5
Yang Liu,24,16
Richard Zemel,24,14
William B. Johnson,44,15
Catherine Meadows,29,11
David Peleg,30,16
Gill Pratt,24,5
Joos Vandewalle,40,25
Bo WU,9,2
Alexander Egyed,18,2
Weifeng Xu,36,11
Hung Bui,34,25
Ruay-Shiung Chang,26,11
Leonid Reyzin,16,6
Xuemin Shen,33,22
zhang yi-chun,34,21
Pieter Abbeel,13,0
Serge Belongie,20,8
Wendy Hui Wang,35,15
Purvesh Khatri,12,3
Alberto Fernández,8,4
Jianhua Feng,26,20
Abdel-rahman Mohamed,8,6
Kris Gaj,19,8
Xavier Defago,20,10
Sartaj Sahni,41,6
Andy Ward,10,5
Kristina Höök,23,9
Jani Mäntyjärvi,11,3
David Knoke,45,14
Rehan Akbani,11,9
Sabri Arik,20,6
Antonio Criminisi,23,13
Daniel M. Bikel,16,3
Geert Deconinck,21,9
David Hsu,20,3
Satoshi Sekine,25,19
Charles C Tappert,47,24
David Duke,25,4
Peter Bruza,25,23
Ravi Subrahmanyan,29,14
C. Roos,40,23
Keith Waters,27,8
Jerzy Stefanowski,27,13
tomasz imielinski,32,12
Ernst Biersack,30,20
Galit Shmueli,15,3
Maria Schilstra,34,23
Ke Tang,10,3
Regan Mandryk,32,21
Jason McDermott,21,12
Luciano Brocchieri,20,2
V.Katkovnik,43,36
Jerzy Filar,39,21
Matteo Golfarelli,18,1
yong zhao,11,6
Douglas Leith,25,11
Zhi Li,35,26
Yuji Matsumoto,30,18
Steven Hand,16,6
Michael Werman,30,18
Vincent Rabaud,10,2
Prabhat Hajela,33,13
Minglun Gong (龚明伦),18,10
Michael Unser,33,14
Jari Arkko,27,17
Bruce Gooch,15,3
Robert Cunningham,26,14
Baltasar Fernández Manjón,23,17
Claude Elwood Shannon,43,11
Jim Pitkow,18,1
Albert Zomaya,26,13
Zhiyong Huang,39,24
Iliano Cervesato,22,7
Karl Lieberherr,37,21
Jamie Evans,18,4
Qazi Zafar Iqbal,42,30
Wei-Jen Wang,34,30
Benjamin W. Wah,37,22
Kenneth M. Anderson,22,4
Antonio Puliafito,24,22
Tandy Warnow,24,20
Amir Averbuch,26,10
Marco Colombetti,36,16
Holger Karl,23,16
Alper Buyuktosunoglu,14,0
Luiz DaSilva,26,18
Sunny Consolvo,12,3
M. Reha Civanlar,30,3
Gang Wang,29,27
Denis Laurendeau,29,11
Akihiro Inokuchi,13,1
Jan van Leeuwen,52,34
Kayvon Fatahalian,11,1
David C Brown,40,28
Guillaume Bourque,17,9
Betty HC Cheng,35,30
William Scherlis,44,28
Etienne Barnard,26,6
Alan Fern,14,7
Jason Flinn,22,5
Aijun An,20,3
Ming Zhang, 张铭,16,4
Wim Van Criekinge,20,3
Douglass Edmund Post,36,12
Timothy Ravasi,12,2
Changhoon Kim,41,36
Joseph Weir,23,15
Jorge Jesús Gómez Sanz,13,2
Andrea Bertozzi,27,14
Joachim Rosenthal,24,11
Jianliang Xu (徐建良),34,25
BJ Berne or Bruce Berne,50,36
Rob A. Rutenbar,32,7
Marco Santello,21,5
Mark Hasegawa-Johnson,24,18
Eithon Cadag,8,0
William Zhu,11,0
Deng Cai,11,2
Li-Jia Li,8,3
Bart Goethals,16,7
Lloyd Rutledge,21,9
giancarlo mauri,39,29
Norman Fenton,30,14
Norman Fenton,30,7
florent segonne,10,5
Hannes Hartenstein,18,5
Luiz André Barroso,23,16
Yun Zhai,18,10
Xiangji Huang (Jimmy Huang),37,30
laurence ettwiller, Ph.D,16,4
Ryan Kastner,15,1
Mauro Pezzè,28,5
Bertil Schmidt,23,18
Gilly Salmon,30,20
Jasmin Divers,9,2
Aaron Cohen,33,24
Gerd Stumme,20,12
Narayan B. Mandayam,20,8
G. Gary Wang,27,19
Pascal Raymond,22,0
Kenny Wong,40,23
Charles  EM Pearce,40,26
Piero P. Bonissone,34,12
Lars Mathiassen,35,14
Rodney A. Kennedy,28,9
Ye Zhao,37,31
Sue Whitesides,39,25
Stéphane Canu,27,21
Florian Michahelles,12,3
Raghu Machiraju,21,8
Michel Bierlaire,23,15
andy brass,26,15
AnHai Doan,20,8
Rolf Drechsler,23,2
Xilin Chen,19,10
Ben Y. Zhao,23,10
Juha Karhunen,35,21
Guang R. Gao,32,20
Jesper Buus Nielsen,14,1
David M. Mount,32,20
Morten Dam Jørgensen,6,4
Martin Szummer,20,4
Jose L. Balcazar,31,8
Anna R. Karlin,31,17
Kimmen Sjolander,20,8
Mário J. Silva,36,28
Van Bang Le,22,7
Alessandro Saffiotti,27,10
Anne E. Carpenter,15,7
Kurazume Ryo,25,5
Douglas Engelbart,46,43
Michael Goesele,15,8
Keke Chen,33,24
Matthew Turk,29,6
Laurent Daudet,19,10
Fred Lochovsky,39,8
Javier Larrosa,18,9
Gopalan Nadathur,31,8
Fangguo Zhang,18,6
Madan M. Gupta,44,16
Sinno Jialin Pan,9,5
Sofia Kyriazopoulou-Panagiotopoulou,2,1
Andreas Beyer,23,18
Taghi M. Khoshgoftaar,25,20
Laura Dabbish,13,3
Dima Grigoriev,40,14
Limsoon Wong 黄任祥,24,12
Ioannis Emiris,21,3
Fernando G. Lobo,15,5
Xiaokun Li,34,29
Wei Li,34,32
Fabio Kon,22,8
Filippo Lanubile,23,8
Christopher R. Wren,17,2
Roberto Sebastiani,19,8
Xinglong Wang,38,21
Katerina Goseva Popstojanova,23,10
Dan Pei,13,7
Erik Schnetter,15,5
Kazuhiro Kosuge,35,17
Gunnar Karlsson,26,1
Kyros Kutulakos,22,8
David Beymer,26,6
Anindya Banerjee,22,7
Joseph H. Silverman,35,0
Henk Sips,35,26
Nick Koudas,20,8
Ramakrishnan Srikant,16,0
Rosario Gennaro,20,3
Pier Luigi Dragotti,14,0
Jan Camenisch,20,3
Mark Embrechts,33,14
Hideyuki Tokuda,33,4
Jacob Waltz,19,0
James Gentle,37,5
David L Robertson,20,5
Kanad Ghose,25,9
Peter Gerstoft,30,21
Rajesh K. Gupta,24,3
Peter Stuckey,29,13
Craig Mermel,9,3
Masahiko Inami,17,7
Jeremy Pitt,24,12
ching cheng,21,5
Domenico Parisi,45,35
Yannis Manolopoulos,28,8
Wolfgang Grieskamp,21,10
Nathan Intrator,27,5
Leonardi Emilio,22,8
Jiang Zhou,33,17
Roberto Manduchi,24,8
Wei Chen,35,18
Marc Fischlin,17,4
Tyson Condie,12,8
Hironobu Fujiyoshi,17,3
Chandrajit Bajaj,31,14
Michael Grass,22,13
Pierre Kornprobst,18,10
Craig Reynolds,33,9
Paul Giresi,10,4
Mira Mezini,19,8
Diane Felmlee,39,15
Arjan Durresi,16,2
Tapan Kumar Sarkar,43,19
Frank Kelly,39,23
Orit Hazzan,19,4
Jan Chomicki,28,14
Simon Moore,20,10
James Sexton,26,0
Christoph Lampert,14,9
Gautam Biswas,33,18
Myung Jin Chung,32,13
Serge Goldman,31,11
Wen Zhang,35,22
Xin Yao,27,12
Gokhan Memik,15,2
Jeffrey Voas,26,4
Xue-Cheng Tai,25,14
J. Edward Colgate,28,8
Paolo Bellavista,15,7
john wilkes,25,5
john wilkes,40,20
Graeme Hirst,37,29
A. Rosemary tate,19,11
Michael T. Heath,43,8
Ilian Bonev,16,4
Gokhan Tur,18,4
Frederic Amblard,16,2
John Hansen,32,11
Carlos Cardeira,20,19
Alessandro Armando,25,16
Noga Alon,33,11
James Z. Wang,18,12
Hyoung Joong Kim,24,13
Juan Carlos Cano,21,10
Mert Rory Sabuncu,11,9
Qing Hu,29,20
Helmut Prendinger,18,8
Lm Cheng,29,20
Vijay Pande,20,8
Jianer Chen,24,11
Andrew Sears,23,17
Louis-Philippe Morency,13,5
Paul Viola,24,13
Kevin C. Desouza,24,16
Etienne Memin,23,7
Shriram Krishnamurthi,18,2
Silvio Ranise,16,5
Ben Taskar,13,2
Daniel Spielman,25,12
Ulrike Meier Yang,29,17
Daniel Zerbino,10,3
Jesse Hoey,20,4
Ilya Shmulevich,19,7
Elias Kosmatopoulos,22,4
Anssi Klapuri,16,1
Kurt VanLehn,41,7
Sarah Jack,18,5
Adrian Sandu,19,7
Mihalis Yannakakis,36,13
Sebastian Pado,12,5
Natasha Noy,21,8
Kailash C. Kapur,44,44
Ian Gorton,25,22
Joachim Raeder,28,0
chengcui zhang,34,23
José Luiz Fiadeiro,27,19
Daniel Graupe,48,11
Andrew D Gordon,25,9
Hing Kai, Chan,13,4
Samuel Williams,14,6
Ron Unger,27,7
Dick Epema,31,22
Douglas W. Oard,20,4
Guodong Guo,16,2
Guillaume Obozinski,8,3
Arnold Neumaier,41,16
Peter Druschel,23,10
Tobias Höllerer,21,4
Manuel Roman,12,3
David Traum,23,9
Zhisheng Huang,30,17
Chung-Nan Lee,25,0
Robert Neches,35,14
Kunle Olukotun,27,18
Alexander Stark,14,5
Jan-Hendrik Evertse,31,6
Hang Li,26,19
Jens Meiler,15,9
xiang fu,31,20
Zhe Chen,23,12
Robert Vanderbei,34,15
Zhongfei (Mark) Zhang,24,9
Krithi Ramamritham,34,18
Howard J Hamilton,23,16
Michael Ernst,24,12
Fernando Pereira,36,24
David Collins,25,18
Cevdet Aykanat,28,13
Moshe Zukerman,29,18
Antonio Camurri,28,17
Marta Mattoso,18,7
Predrag Klasnja,19,13
Lucas D. Ward,8,6
Erik Duval,23,11
Ilan Newman,24,1
chao wang,36,18
Ajay Bakre,19,2
Bill Roscoe (AW Roscoe),33,16
Bernard CY Tan,38,30
Chenfeng Li,37,33
Jeffrey Bigham,11,7
Cristina Silvano,19,2
James Holland Jones,21,6
Saul Greenberg,31,19
Qamrul Hasan Ansari,25,10
Maarten Steinbuch,28,20
John C. Grundy,23,7
Jakub Zavrel,16,9
Nathalie Japkowicz,24,12
Bulent Arman Aksoy,2,0
Ana Damjanovic,17,1
Philippe Toint,26,12
Robert C. Williamson,27,14
Joshy George,9,1
Seungjoo Kim,19,3
Karama Kanoun,42,19
Janusz Kacprzyk,41,24
Mohand Boughanem,22,5
Brad Karp,20,6
Bhavani Thuraisingham,27,20
ernesto damiani,35,23
